member_id,customer_name,gender,age,city,region,membership_tier,join_date,preferred_store_format,is_active_member
M00278,Mary Ryan,Unknown,31,Nanjing,East China,Gold,2024-12-17,Mall Warehouse,1
M00279,Christopher Medina,Female,34,Beijing,North China,Gold,2024-06-18,Warehouse Outlet,1
M00280,Courtney Smith,Male,27,Wuhan,Central China,Diamond,2022-06-10,Shopping Center Warehouse,1
M00281,Michael Stephens,Male,36,Chongqing,West China,Platinum,2024-06-23,Shopping Center Warehouse,1
M00282,Danielle Reed,Male,22,Suzhou,East China,Gold,2023-06-14,Community Warehouse,1
M00283,Molly Rodriguez,Female,31,Xi'an,West China,Platinum,2025-08-02,Pop-up Clearance Warehouse,1
M00284,Ralph Stephenson,Female,23,Hangzhou,East China,Silver,2022-05-30,Shopping Center Warehouse,1
M00285,Brian Johnson,Male,24,Shenzhen,South China,Gold,2024-09-27,Warehouse Outlet,0
M00286,Amber Yang,Female,26,Chengdu,West China,Silver,2023-12-16,Shopping Center Warehouse,1
M00287,Daniel Shields,Female,33,Xi'an,West China,Gold,2022-07-29,Pop-up Clearance Warehouse,1
M00288,Donna Cabrera,Female,34,Tianjin,North China,Silver,2025-04-10,Mall Warehouse,1
M00289,Kyle Chambers,Male,34,Beijing,North China,Silver,2023-08-19,Shopping Center Warehouse,0
M00290,Charles Keller,Female,44,Wuhan,Central China,Diamond,2023-03-26,Warehouse Outlet,1
M00291,Antonio Fry,Male,44,Hangzhou,East China,Gold,2025-11-13,Shopping Center Warehouse,1
M00292,Lori Simmons,Male,35,Xiamen,South China,Gold,2024-05-01,Mall Warehouse,1
M00293,Teresa Powers,Female,33,Chongqing,West China,Silver,2025-06-29,Shopping Center Warehouse,1
M00294,Jason Hernandez,Female,37,Nanjing,East China,Silver,2023-11-09,Shopping Center Warehouse,1
M00295,Kara Atkinson,Female,30,Qingdao,North China,Silver,2023-07-21,Shopping Center Warehouse,1
M00296,Renee Melendez,Male,31,Qingdao,North China,Platinum,2024-08-06,Warehouse Outlet,1
M00297,Kristin Anderson,Unknown,23,Chengdu,West China,Silver,2023-04-27,Shopping Center Warehouse,1
M00298,Matthew Nielsen,Female,29,Guangzhou,South China,Platinum,2025-09-26,Mall Warehouse,1
M00299,Nathaniel Lee,Female,30,Qingdao,North China,Gold,2023-06-04,Community Warehouse,1
M00300,Lindsey Russo,Female,35,Tianjin,North China,Platinum,2023-02-06,Shopping Center Warehouse,1
M00301,Misty Hansen,Unknown,28,Tianjin,North China,Silver,2024-04-07,Mall Warehouse,0
M00302,Felicia Krueger,Male,27,Nanjing,East China,Silver,2022-05-30,Community Warehouse,1
M00303,Tonya Wilson,Female,37,Nanjing,East China,Platinum,2026-05-07,Shopping Center Warehouse,1
M00304,David Munoz,Male,37,Wuhan,Central China,Silver,2023-03-02,Warehouse Outlet,0
M00305,Kristen Rowe,Female,22,Xi'an,West China,Platinum,2023-11-15,Warehouse Outlet,1
M00306,Heather Green,Female,43,Guangzhou,South China,Silver,2024-05-26,Pop-up Clearance Warehouse,1
M00307,Brett Zavala MD,Male,32,Qingdao,North China,Gold,2025-09-15,Community Warehouse,1
M00308,Jacqueline Gutierrez,Male,35,Tianjin,North China,Gold,2024-08-06,Shopping Center Warehouse,1
M00309,Charles Green,Female,40,Xiamen,South China,Platinum,2026-02-01,Warehouse Outlet,1
M00310,Jennifer Hernandez,Female,49,Tianjin,North China,Silver,2023-09-01,Warehouse Outlet,0
M00311,Roy Porter,Male,40,Qingdao,North China,Gold,2024-12-19,Pop-up Clearance Warehouse,1
M00312,Dawn Underwood,Unknown,35,Chongqing,West China,Gold,2026-03-20,Warehouse Outlet,1
M00313,Katherine Jackson,Male,45,Shanghai,East China,Silver,2025-07-12,Mall Warehouse,1
M00314,Nathan Freeman,Female,50,Shenzhen,South China,Silver,2026-01-06,Mall Warehouse,1
M00315,Maria Brown,Female,31,Shanghai,East China,Platinum,2022-06-26,Mall Warehouse,1
M00316,Theresa Barnett,Male,29,Nanjing,East China,Gold,2025-05-28,Mall Warehouse,1
M00317,Ryan Hall,Female,29,Tianjin,North China,Diamond,2025-03-06,Community Warehouse,1
M00318,Jonathan Brooks,Male,43,Shanghai,East China,Silver,2024-10-26,Warehouse Outlet,1
M00319,Lisa Webb,Female,39,Chongqing,West China,Silver,2024-04-19,Community Warehouse,1
M00320,Juan Smith,Female,39,Xi'an,West China,Gold,2024-06-19,Pop-up Clearance Warehouse,1
M00321,William Smith,Female,41,Xi'an,West China,Silver,2025-08-08,Warehouse Outlet,0
M00322,Renee Browning,Male,35,Chongqing,West China,Gold,2022-10-11,Mall Warehouse,1
M00323,Chase Lee,Female,34,Wuhan,Central China,Silver,2024-06-15,Mall Warehouse,1
M00324,Debra Sanders,Female,31,Beijing,North China,Diamond,2023-11-04,Warehouse Outlet,1
M00325,Karl Branch,Male,41,Changsha,Central China,Silver,2023-04-02,Mall Warehouse,1
M00326,Sarah Valdez,Unknown,39,Chengdu,West China,Diamond,2025-10-12,Warehouse Outlet,1
M00327,Anna Gray,Male,51,Shenzhen,South China,Gold,2024-07-23,Mall Warehouse,1
M00328,Adam Jackson,Unknown,35,Shenzhen,South China,Platinum,2024-05-07,Warehouse Outlet,1
M00329,Richard Knight,Male,28,Nanjing,East China,Platinum,2025-10-12,Warehouse Outlet,1
M00330,Joseph Williams,Female,25,Chongqing,West China,Silver,2023-03-12,Community Warehouse,1
M00331,Stacy Alvarez,Male,28,Qingdao,North China,Silver,2022-07-15,Community Warehouse,1
M00332,Timothy Lam,Female,51,Tianjin,North China,Silver,2024-08-08,Shopping Center Warehouse,1
M00333,Timothy Edwards,Male,34,Beijing,North China,Silver,2026-03-12,Warehouse Outlet,1
M00334,Nicole Marquez,Male,26,Qingdao,North China,Silver,2023-12-10,Warehouse Outlet,1
M00335,Christopher Allen,Male,39,Wuhan,Central China,Silver,2025-09-08,Warehouse Outlet,1
M00336,Steven Rivera,Female,40,Hangzhou,East China,Silver,2025-05-15,Warehouse Outlet,1
M00337,William Ramsey,Male,22,Nanjing,East China,Gold,2024-05-08,Warehouse Outlet,1
M00338,Amy Kim,Female,22,Beijing,North China,Gold,2025-09-14,Warehouse Outlet,1
M00339,Randy Friedman,Male,18,Qingdao,North China,Gold,2023-12-08,Shopping Center Warehouse,0
M00340,Alyssa Nelson,Female,24,Chongqing,West China,Silver,2026-04-27,Warehouse Outlet,1
M00341,Henry Pugh MD,Male,32,Tianjin,North China,Silver,2025-01-25,Mall Warehouse,1
M00342,Angelica Montgomery,Male,35,Nanjing,East China,Silver,2025-07-16,Community Warehouse,1
M00343,Angela Moore,Female,51,Qingdao,North China,Gold,2025-03-12,Shopping Center Warehouse,1
M00344,Nancy Stewart,Male,41,Suzhou,East China,Silver,2022-10-10,Shopping Center Warehouse,1
M00345,Eric Ward,Female,33,Xiamen,South China,Silver,2023-06-06,Mall Warehouse,1
M00346,Cody Cole,Female,45,Guangzhou,South China,Silver,2024-07-26,Community Warehouse,1
M00347,Alexander Gomez,Unknown,28,Beijing,North China,Gold,2022-09-20,Warehouse Outlet,1
M00348,Erika Cruz,Male,24,Tianjin,North China,Gold,2023-07-08,Community Warehouse,1
M00349,Bradley Santana,Male,23,Shenzhen,South China,Silver,2025-12-20,Mall Warehouse,1
M00350,Laura Jackson,Female,18,Tianjin,North China,Gold,2023-11-15,Warehouse Outlet,1
M00351,Eric Snyder,Male,35,Wuhan,Central China,Platinum,2022-08-08,Shopping Center Warehouse,1
M00352,Jason Washington,Male,26,Hangzhou,East China,Gold,2022-08-28,Mall Warehouse,1
M00353,David Weber,Female,33,Hangzhou,East China,Silver,2024-09-21,Warehouse Outlet,1
M00354,Brian Torres,Male,34,Wuhan,Central China,Silver,2026-02-22,Shopping Center Warehouse,0
M00355,Manuel Brock,Unknown,32,Changsha,Central China,Gold,2023-09-01,Pop-up Clearance Warehouse,0
M00356,Robert Villarreal,Male,24,Qingdao,North China,Gold,2026-03-31,Community Warehouse,0
M00357,Frank Valentine,Male,33,Beijing,North China,Gold,2023-02-25,Shopping Center Warehouse,1
M00358,Vincent Novak,Unknown,42,Wuhan,Central China,Silver,2023-07-07,Pop-up Clearance Warehouse,1
M00359,Katherine Johnston,Male,39,Suzhou,East China,Silver,2023-04-27,Warehouse Outlet,1
M00360,Robert Long,Female,46,Beijing,North China,Gold,2022-10-21,Warehouse Outlet,1
M00361,Leslie Gardner,Male,34,Xiamen,South China,Gold,2025-01-27,Shopping Center Warehouse,1
M00362,Tiffany Murray,Unknown,27,Suzhou,East China,Silver,2025-03-07,Warehouse Outlet,1
M00363,Eddie Schwartz,Female,38,Chengdu,West China,Platinum,2025-08-16,Pop-up Clearance Warehouse,1
M00364,Jennifer Porter,Female,21,Suzhou,East China,Silver,2024-11-18,Shopping Center Warehouse,1
M00365,Matthew Espinoza,Female,38,Nanjing,East China,Silver,2025-07-03,Mall Warehouse,1
M00366,William Mendoza,Male,38,Nanjing,East China,Silver,2023-12-14,Community Warehouse,1
M00367,Tami Holt,Male,29,Changsha,Central China,Silver,2024-07-10,Mall Warehouse,1
M00368,Heather Woodard,Male,43,Xiamen,South China,Silver,2024-06-30,Mall Warehouse,1
M00369,Angela Mack,Male,30,Guangzhou,South China,Silver,2024-12-23,Shopping Center Warehouse,1
M00370,Matthew Williams,Female,32,Suzhou,East China,Silver,2026-04-14,Warehouse Outlet,1
M00371,Jennifer Goodwin,Female,29,Changsha,Central China,Silver,2026-03-18,Shopping Center Warehouse,1
M00372,Adam Green,Unknown,40,Hangzhou,East China,Silver,2024-05-23,Mall Warehouse,1
M00373,Lauren Johnston,Female,20,Chongqing,West China,Gold,2024-02-18,Community Warehouse,1
M00374,Raymond Chapman,Female,28,Guangzhou,South China,Gold,2024-05-08,Warehouse Outlet,1
M00375,Alexander Garcia,Male,20,Nanjing,East China,Silver,2024-01-05,Warehouse Outlet,1
M00376,Audrey Shepard,Male,27,Wuhan,Central China,Diamond,2022-11-30,Warehouse Outlet,1
M00377,Jesse Clark,Female,53,Qingdao,North China,Diamond,2024-04-12,Shopping Center Warehouse,0
M00378,Jeffrey Horton,Female,27,Hangzhou,East China,Silver,2023-08-16,Pop-up Clearance Warehouse,1
M00379,Robert Wilson,Male,41,Hangzhou,East China,Gold,2025-09-29,Community Warehouse,1
M00380,Megan Martin,Female,46,Beijing,North China,Silver,2026-04-14,Warehouse Outlet,1
M00381,Christopher Moore,Female,19,Shenzhen,South China,Silver,2024-08-02,Community Warehouse,1
M00382,Crystal Sullivan,Male,32,Changsha,Central China,Silver,2023-02-01,Warehouse Outlet,1
M00383,Jessica Johnson,Female,26,Xi'an,West China,Gold,2024-10-21,Warehouse Outlet,0
M00384,Kevin Price,Male,26,Chengdu,West China,Silver,2025-03-02,Shopping Center Warehouse,1
M00385,Paul Stokes,Female,45,Tianjin,North China,Platinum,2022-08-07,Community Warehouse,1
M00386,Shane Lopez,Male,29,Beijing,North China,Gold,2023-08-27,Shopping Center Warehouse,1
M00387,Dennis Huffman,Unknown,18,Nanjing,East China,Silver,2024-06-16,Mall Warehouse,0
M00388,Linda Carr,Female,36,Hangzhou,East China,Silver,2024-09-11,Mall Warehouse,0
M00389,Ryan Williamson,Unknown,47,Hangzhou,East China,Gold,2025-08-08,Shopping Center Warehouse,1
M00390,Elizabeth Mendez,Female,42,Wuhan,Central China,Silver,2022-09-08,Community Warehouse,1
M00391,Bruce Torres,Female,43,Qingdao,North China,Silver,2023-01-30,Community Warehouse,0
M00392,Kayla Barnes,Unknown,29,Chongqing,West China,Platinum,2022-11-25,Community Warehouse,1
M00393,Cody Reid,Female,36,Xiamen,South China,Diamond,2025-02-14,Shopping Center Warehouse,1
M00394,Zoe Peters,Male,48,Qingdao,North China,Gold,2024-04-22,Shopping Center Warehouse,1
M00395,Ernest Hayes,Male,19,Chengdu,West China,Silver,2022-07-25,Shopping Center Warehouse,1
M00396,Adam Taylor,Male,22,Chengdu,West China,Gold,2025-08-11,Warehouse Outlet,1
M00397,Kathy Simpson,Female,18,Guangzhou,South China,Gold,2025-02-01,Warehouse Outlet,1
M00398,Ryan Burns,Female,34,Shenzhen,South China,Diamond,2022-09-05,Mall Warehouse,1
M00399,Philip Carter,Male,23,Shanghai,East China,Platinum,2023-06-13,Shopping Center Warehouse,1
M00400,Carol Ellis,Female,18,Xiamen,South China,Platinum,2025-04-26,Shopping Center Warehouse,0
M00401,Krista Wilson,Female,22,Shenzhen,South China,Gold,2022-10-21,Warehouse Outlet,1
M00402,Samantha Richardson,Female,29,Tianjin,North China,Silver,2025-08-21,Warehouse Outlet,1
M00403,Nathan Payne,Female,22,Shenzhen,South China,Platinum,2026-04-23,Community Warehouse,1
M00404,Ronald Potter,Female,28,Tianjin,North China,Silver,2023-07-16,Warehouse Outlet,1
M00405,Mrs. Hannah Montoya MD,Female,31,Shanghai,East China,Platinum,2026-04-29,Mall Warehouse,1
M00406,Cynthia Cochran,Male,28,Beijing,North China,Silver,2024-09-12,Warehouse Outlet,1
M00407,Michael Chen,Female,37,Qingdao,North China,Gold,2023-01-05,Pop-up Clearance Warehouse,1
M00408,Daniel Clark,Male,31,Wuhan,Central China,Gold,2022-08-02,Community Warehouse,1
M00409,Douglas Ryan,Male,44,Nanjing,East China,Silver,2023-08-23,Pop-up Clearance Warehouse,1
M00410,Donna Adams,Female,19,Wuhan,Central China,Silver,2025-10-12,Shopping Center Warehouse,1
M00411,Miss Anna Estes,Male,41,Changsha,Central China,Gold,2025-06-28,Pop-up Clearance Warehouse,1
M00412,Wendy Camacho,Male,21,Xi'an,West China,Diamond,2022-11-09,Warehouse Outlet,1
M00413,Danielle Dawson,Female,37,Guangzhou,South China,Gold,2025-08-30,Mall Warehouse,1
M00414,Megan Burns,Male,35,Xi'an,West China,Silver,2024-08-28,Community Warehouse,1
M00415,Jason Hayes,Unknown,30,Xi'an,West China,Silver,2024-11-18,Community Warehouse,1
M00416,Anna Robertson,Female,47,Wuhan,Central China,Silver,2023-06-18,Warehouse Outlet,1
M00417,Jackie Clements,Male,22,Chengdu,West China,Diamond,2023-08-29,Mall Warehouse,0
M00418,Raymond Oconnor,Female,48,Chengdu,West China,Silver,2025-04-09,Mall Warehouse,1
M00419,Matthew Howard,Male,44,Shanghai,East China,Silver,2022-08-08,Mall Warehouse,1
M00420,Claudia Jordan,Female,18,Chongqing,West China,Silver,2023-03-13,Community Warehouse,1
M00421,Ronald Morgan,Unknown,36,Wuhan,Central China,Silver,2024-08-29,Mall Warehouse,1
M00422,Karina Cooper,Female,30,Xiamen,South China,Silver,2025-01-29,Mall Warehouse,0
M00423,Brett Bowers,Male,32,Beijing,North China,Gold,2024-03-09,Community Warehouse,1
M00424,Scott Alexander,Female,18,Changsha,Central China,Gold,2022-05-08,Warehouse Outlet,1
M00425,Christina Barker,Female,34,Chengdu,West China,Silver,2022-11-16,Mall Warehouse,1
M00426,Caitlin Cantu,Female,23,Suzhou,East China,Silver,2023-06-12,Warehouse Outlet,1
M00427,Danielle Watson,Female,33,Xiamen,South China,Gold,2025-12-18,Pop-up Clearance Warehouse,1
M00428,James Torres,Female,33,Wuhan,Central China,Silver,2025-02-22,Community Warehouse,0
M00429,Matthew Padilla,Female,57,Shanghai,East China,Diamond,2022-05-09,Warehouse Outlet,1
M00430,Casey Perez,Female,23,Tianjin,North China,Platinum,2025-01-25,Pop-up Clearance Warehouse,1
M00431,Michael Montoya,Female,29,Guangzhou,South China,Gold,2026-04-20,Mall Warehouse,0
M00432,Carlos Jones,Female,52,Chengdu,West China,Silver,2023-11-18,Community Warehouse,1
M00433,Ashley Edwards,Male,26,Shanghai,East China,Silver,2025-11-15,Warehouse Outlet,1
M00434,Raymond Mullins,Female,45,Hangzhou,East China,Silver,2022-11-18,Community Warehouse,1
M00435,Brenda Moreno MD,Male,45,Shanghai,East China,Gold,2024-12-12,Shopping Center Warehouse,1
M00436,Nathan Fuller,Male,28,Chengdu,West China,Silver,2022-12-15,Mall Warehouse,0
M00437,Michael Heath,Male,36,Chongqing,West China,Silver,2022-09-11,Community Warehouse,1
M00438,Paul Lawrence,Male,37,Chongqing,West China,Platinum,2023-11-20,Warehouse Outlet,1
M00439,Emily Taylor,Male,38,Beijing,North China,Silver,2023-06-16,Shopping Center Warehouse,1
M00440,Juan Greene,Male,41,Xi'an,West China,Platinum,2024-10-11,Pop-up Clearance Warehouse,1
M00441,Melissa Abbott,Female,40,Shenzhen,South China,Platinum,2024-12-24,Mall Warehouse,1
M00442,Joseph Hicks,Female,23,Nanjing,East China,Platinum,2025-05-04,Community Warehouse,1
M00443,Anthony Hurst,Female,30,Nanjing,East China,Platinum,2026-03-02,Community Warehouse,1
M00444,Brian Porter MD,Female,27,Chengdu,West China,Silver,2024-06-17,Mall Warehouse,1
M00445,Victoria Peck,Male,42,Suzhou,East China,Silver,2022-11-16,Community Warehouse,1
M00446,Laura Diaz,Female,28,Qingdao,North China,Gold,2025-01-29,Warehouse Outlet,0
M00447,Tiffany Townsend,Male,34,Qingdao,North China,Silver,2022-06-01,Community Warehouse,1
M00448,Dennis Williams,Male,31,Chengdu,West China,Silver,2022-08-04,Mall Warehouse,1
M00449,Katie Fuller,Male,41,Nanjing,East China,Gold,2024-05-09,Warehouse Outlet,1
M00450,Michael Miller,Male,25,Shanghai,East China,Platinum,2024-06-29,Mall Warehouse,1
M00451,Diamond Collins,Female,23,Xi'an,West China,Silver,2024-05-24,Shopping Center Warehouse,1
M00452,Robert Herrera,Male,33,Hangzhou,East China,Silver,2023-11-29,Shopping Center Warehouse,1
M00453,Sandra Becker,Male,31,Shanghai,East China,Silver,2022-08-12,Community Warehouse,1
M00454,Monica Mathis,Unknown,41,Tianjin,North China,Gold,2022-07-31,Community Warehouse,1
M00455,Jeffrey Chavez,Male,29,Shenzhen,South China,Gold,2024-10-13,Community Warehouse,1
M00456,Patrick Yang,Male,23,Wuhan,Central China,Gold,2022-10-29,Community Warehouse,0
M00457,Meredith Martin,Unknown,48,Beijing,North China,Gold,2026-02-28,Warehouse Outlet,0
M00458,Rachel Le,Female,30,Chongqing,West China,Silver,2023-01-06,Mall Warehouse,1
M00459,Richard Adams,Female,43,Nanjing,East China,Gold,2025-11-23,Shopping Center Warehouse,1
M00460,Alyssa Roman,Female,54,Xiamen,South China,Gold,2023-06-09,Shopping Center Warehouse,1
M00461,Michael Ray,Male,42,Shenzhen,South China,Gold,2022-08-28,Shopping Center Warehouse,1
M00462,Ian Porter,Male,24,Tianjin,North China,Gold,2024-08-13,Mall Warehouse,1
M00463,David Garcia,Male,28,Hangzhou,East China,Silver,2024-08-23,Community Warehouse,1
M00464,Crystal Hicks,Female,20,Xi'an,West China,Silver,2022-07-11,Pop-up Clearance Warehouse,1
M00465,Dana Ruiz,Male,23,Qingdao,North China,Gold,2023-11-18,Pop-up Clearance Warehouse,1
M00466,Timothy Mathews,Male,30,Wuhan,Central China,Silver,2024-07-23,Community Warehouse,1
M00467,Natalie Barnes,Male,32,Guangzhou,South China,Platinum,2023-08-21,Mall Warehouse,1
M00468,Nathan Nelson,Female,20,Wuhan,Central China,Gold,2022-08-29,Mall Warehouse,1
M00469,Jonathan Winters,Female,32,Hangzhou,East China,Gold,2023-01-25,Pop-up Clearance Warehouse,1
M00470,Vicki Finley,Male,25,Nanjing,East China,Silver,2022-08-16,Mall Warehouse,1
M00471,Douglas Kirk,Unknown,50,Chengdu,West China,Silver,2023-08-29,Shopping Center Warehouse,1
M00472,Aimee Gonzalez,Female,31,Chengdu,West China,Silver,2024-08-08,Warehouse Outlet,1
M00473,Marcus Marshall,Female,39,Chengdu,West China,Silver,2024-09-18,Warehouse Outlet,0
M00474,Raymond Gonzalez DVM,Female,62,Xiamen,South China,Gold,2025-05-23,Mall Warehouse,1
M00475,Aaron Ortiz,Female,24,Changsha,Central China,Silver,2023-04-13,Warehouse Outlet,0
M00476,Ryan Wiley,Male,38,Beijing,North China,Silver,2026-02-25,Community Warehouse,0
M00477,Matthew Sweeney,Male,19,Changsha,Central China,Gold,2025-04-04,Warehouse Outlet,1
M00478,Joseph Allen,Unknown,31,Changsha,Central China,Platinum,2024-04-25,Mall Warehouse,0
M00479,Zachary Dawson,Female,31,Wuhan,Central China,Silver,2022-09-20,Warehouse Outlet,1
M00480,Stephanie Meyer,Female,37,Suzhou,East China,Gold,2025-02-24,Community Warehouse,1
M00481,William Miller,Male,23,Xiamen,South China,Gold,2022-09-24,Warehouse Outlet,1
M00482,Robert Jones,Male,18,Suzhou,East China,Silver,2024-08-14,Warehouse Outlet,1
M00483,Victor Young,Male,24,Nanjing,East China,Silver,2023-05-24,Warehouse Outlet,1
M00484,Robert Haynes,Male,27,Xiamen,South China,Silver,2025-04-16,Mall Warehouse,1
M00485,Dillon Jones,Female,21,Beijing,North China,Platinum,2023-02-28,Warehouse Outlet,1
M00486,Lauren Moore,Unknown,34,Nanjing,East China,Silver,2023-01-03,Shopping Center Warehouse,1
M00487,Jason Herrera,Male,40,Hangzhou,East China,Silver,2026-03-17,Pop-up Clearance Warehouse,0
M00488,Eric Baker,Male,39,Guangzhou,South China,Gold,2022-10-30,Warehouse Outlet,1
M00489,Michael Mckenzie,Female,25,Wuhan,Central China,Platinum,2025-02-19,Warehouse Outlet,1
M00490,Russell Murphy,Female,25,Nanjing,East China,Silver,2022-09-18,Warehouse Outlet,1
M00491,Henry Palmer,Male,31,Nanjing,East China,Silver,2025-01-21,Warehouse Outlet,1
M00492,William Johnson,Male,30,Chongqing,West China,Silver,2023-12-19,Shopping Center Warehouse,1
M00493,Paul Wright,Male,34,Xi'an,West China,Silver,2024-03-13,Community Warehouse,1
M00494,Brenda Smith,Female,28,Beijing,North China,Gold,2025-09-02,Warehouse Outlet,1
M00495,Mrs. Samantha Watson,Female,18,Guangzhou,South China,Platinum,2024-11-13,Shopping Center Warehouse,1
M00496,Lauren Green,Male,39,Shanghai,East China,Gold,2025-08-07,Warehouse Outlet,1
M00497,Austin Orr,Male,36,Beijing,North China,Silver,2024-02-14,Mall Warehouse,1
M00498,Taylor Calderon,Male,40,Xiamen,South China,Gold,2023-09-04,Mall Warehouse,1
M00499,Joel Jackson,Female,39,Changsha,Central China,Platinum,2024-08-23,Mall Warehouse,1
M00500,Jennifer Johnson,Female,57,Chengdu,West China,Platinum,2025-01-30,Community Warehouse,1
M00501,Daniel Lopez,Female,56,Hangzhou,East China,Silver,2023-06-20,Warehouse Outlet,1
M00502,Amanda Harvey,Female,40,Shanghai,East China,Gold,2023-05-02,Pop-up Clearance Warehouse,1
M00503,Jason Pierce,Female,30,Shenzhen,South China,Silver,2022-08-05,Pop-up Clearance Warehouse,1
M00504,Chad Gonzalez,Unknown,27,Chongqing,West China,Silver,2025-11-20,Warehouse Outlet,1
M00505,Lydia Pham,Male,31,Changsha,Central China,Gold,2025-07-12,Warehouse Outlet,1
M00506,Rachael Howard DDS,Male,30,Suzhou,East China,Silver,2024-04-15,Shopping Center Warehouse,1
M00507,Kathryn Price,Female,26,Shanghai,East China,Silver,2023-01-25,Shopping Center Warehouse,1
M00508,Daniel Huang,Male,29,Nanjing,East China,Platinum,2025-06-18,Shopping Center Warehouse,1
M00509,William Moreno,Female,25,Chongqing,West China,Silver,2025-06-01,Community Warehouse,1
M00510,Dr. Ariel Sandoval MD,Female,20,Xiamen,South China,Gold,2025-08-12,Pop-up Clearance Warehouse,0
M00511,Amy Davies,Female,35,Qingdao,North China,Diamond,2023-03-24,Shopping Center Warehouse,1
M00512,Rebecca Kelly,Female,30,Xiamen,South China,Gold,2025-09-15,Community Warehouse,1
M00513,Casey Watkins,Female,29,Suzhou,East China,Diamond,2025-07-28,Warehouse Outlet,1
M00514,Suzanne Johnson,Male,34,Suzhou,East China,Platinum,2025-02-24,Warehouse Outlet,1
M00515,Kristy Hart,Male,20,Shanghai,East China,Silver,2023-02-07,Mall Warehouse,1
M00516,Sierra Vasquez MD,Female,43,Shenzhen,South China,Silver,2024-04-23,Warehouse Outlet,1
M00517,David Robinson,Female,56,Guangzhou,South China,Silver,2024-06-15,Warehouse Outlet,1
M00518,Thomas Harris,Male,29,Changsha,Central China,Gold,2022-11-14,Shopping Center Warehouse,1
M00519,Tamara Richard,Female,22,Wuhan,Central China,Silver,2023-08-23,Warehouse Outlet,1
M00520,Kevin Stark,Female,39,Tianjin,North China,Gold,2025-06-12,Pop-up Clearance Warehouse,1
M00521,Shannon Yu,Male,18,Hangzhou,East China,Silver,2023-11-04,Warehouse Outlet,1
M00522,Jennifer Garcia,Female,30,Xi'an,West China,Silver,2023-07-22,Pop-up Clearance Warehouse,1
M00523,Christopher Fry,Female,23,Xi'an,West China,Silver,2025-07-07,Community Warehouse,1
M00524,Marie Thompson,Female,33,Suzhou,East China,Gold,2026-03-23,Community Warehouse,1
M00525,Tanya Buchanan,Male,37,Guangzhou,South China,Platinum,2023-03-30,Warehouse Outlet,0
M00526,Casey Parker,Female,34,Xi'an,West China,Silver,2025-02-06,Community Warehouse,1
M00527,Nicholas Rush,Female,18,Qingdao,North China,Platinum,2026-02-22,Warehouse Outlet,1
M00528,Zachary Sanford,Female,36,Beijing,North China,Gold,2022-06-24,Warehouse Outlet,1
M00529,Tammy Ponce,Female,27,Wuhan,Central China,Gold,2023-03-26,Community Warehouse,1
M00530,Taylor Taylor,Female,38,Beijing,North China,Silver,2025-04-30,Community Warehouse,1
M00531,William Jackson,Male,38,Wuhan,Central China,Gold,2025-11-21,Warehouse Outlet,1
M00532,Michael Fowler,Female,31,Shenzhen,South China,Silver,2025-11-23,Warehouse Outlet,0
M00533,Derek Wright,Female,18,Qingdao,North China,Silver,2022-08-15,Warehouse Outlet,1
M00534,Brian Smith,Female,30,Beijing,North China,Silver,2023-11-22,Mall Warehouse,1
M00535,Tracy Wilkerson,Male,46,Shenzhen,South China,Silver,2024-04-27,Shopping Center Warehouse,1
M00536,Joshua Garcia,Female,19,Chongqing,West China,Gold,2024-04-07,Warehouse Outlet,1
M00537,Marilyn Mcdaniel,Unknown,33,Xi'an,West China,Silver,2022-12-31,Warehouse Outlet,1
M00538,Ryan Phillips,Male,29,Shanghai,East China,Platinum,2023-08-16,Shopping Center Warehouse,1
M00539,Angela Jackson,Female,18,Shenzhen,South China,Platinum,2023-11-07,Mall Warehouse,1
M00540,Kimberly Villanueva,Male,33,Chengdu,West China,Silver,2022-09-21,Community Warehouse,1
M00541,Lisa Webb,Female,47,Wuhan,Central China,Silver,2022-06-22,Shopping Center Warehouse,0
M00542,Carmen Preston,Female,44,Shanghai,East China,Silver,2022-12-23,Community Warehouse,1
M00543,Daniel Lee,Female,35,Changsha,Central China,Silver,2025-02-19,Warehouse Outlet,1
M00544,Monica Baker,Female,41,Qingdao,North China,Silver,2023-06-23,Warehouse Outlet,1
M00545,Anthony Armstrong,Male,39,Guangzhou,South China,Gold,2025-09-16,Warehouse Outlet,1
M00546,Isaac Patterson,Male,25,Xi'an,West China,Silver,2023-07-12,Mall Warehouse,1
M00547,Lindsay Gonzalez,Male,29,Hangzhou,East China,Silver,2022-06-14,Shopping Center Warehouse,1
M00548,Edgar Miller,Female,22,Shenzhen,South China,Platinum,2025-09-21,Shopping Center Warehouse,1
M00549,James Burns,Female,47,Changsha,Central China,Gold,2024-12-28,Warehouse Outlet,1
M00550,Joshua Lopez,Male,53,Guangzhou,South China,Gold,2025-11-21,Warehouse Outlet,0
M00551,Jeremy Baker,Female,44,Tianjin,North China,Platinum,2024-03-17,Mall Warehouse,1
M00552,Derrick Brown,Male,35,Nanjing,East China,Gold,2025-05-11,Shopping Center Warehouse,1
M00553,Angelica Cooper,Male,22,Suzhou,East China,Gold,2024-07-07,Community Warehouse,1
M00554,Leah Spencer,Female,36,Chongqing,West China,Platinum,2025-09-17,Warehouse Outlet,1
